id,title,subtitle,author,publication,published_date,read_time_mins,claps,url,skills,data_skills
adc2bde3c8ed,Using Databricks Clusters in ML Pipelines,Run production Spark jobs and train ML models on Databricks…,Nofar Mishraki,Towards Data Science,02/01/2021,4,248,https://towardsdatascience.com/using-databricks-clusters-in-ml-pipelines-adc2bde3c8ed,Apache Spark; Databricks,SPARK
e1b329293fc6,StarSnow: HTTP Client for Snowflake SQL,Generic Snowflake functions to interact with web APIs directly from SQL statements.,Tamas Foldi,Starschema Blog,03/01/2021,5,101,https://medium.com/starschema-blog/starsnow-http-client-for-snowflake-sql-e1b329293fc6,Application Programming Interface (API); Hypertext Transfer Protocol (HTTP); Structured Query Language (SQL); Web API,SQL
805c6d1a1e03,5 Reasons Data Scientists Must be Data Engineers in 2021 and Beyond,Our field is progressing rapidly…,John Ade-Ojo,Towards Data Science,04/01/2021,6,172,https://towardsdatascience.com/5-reasons-data-scientists-must-be-data-engineers-in-2021-and-beyond-805c6d1a1e03,,
ce1c89af0e47,Introducing SAYN: A Simple Yet Powerful Data Processing Framework,Our New Open Source Framework That…,Robin Watteaux,Towards Data Science,05/01/2021,5,241,https://towardsdatascience.com/introducing-sayn-a-simple-yet-powerful-data-processing-framework-ce1c89af0e47,Processing,
b02323824530,Assessing batch-processed analytics of anonymized rideshare data,Sharing my experience of a successful big data…,Farhan Juneja,Analytics Vidhya,06/01/2021,6,106,https://medium.com/analytics-vidhya/assessing-batch-processed-analytics-of-anonymized-rideshare-data-b02323824530,Analytical; Big Data; Data Sharing,
b26605a3b9f4,Airflow 2.0 and Why We Are Excited at Databand,Airflow 2.0 is here and we are so excited about the new release! There is a…,Jonathan Shir,Databand.ai,07/01/2021,4,301,https://medium.com/databand-ai/airflow-2-0-and-why-we-are-excited-at-databand-b26605a3b9f4,,
7895b29fd834,Apache Spark 3.0 — A Next-Generation data processing and analytics workload,,rajeshkotian,,10/01/2021,6,107,https://medium.com/@rajeshkotian/apache-spark-3-0-a-next-generation-data-processing-and-analytics-workloads-7895b29fd834,Analytical; Apache Spark; Processing,SPARK
befcd0e903e8,Machine Learning Operations with Kubeflow,Brief introduction:,Kenechi Ojukwu,DataDrivenInvestor,10/01/2021,6,126,https://medium.datadriveninvestor.com/machine-learning-operations-with-kubeflow-befcd0e903e8,Machine Learning,
7e16ae65e0be,How to Crack the Data Engineer Interview at Facebook,,Palak Sharma,,11/01/2021,4,189,https://medium.com/@palakdatascientist/how-to-crack-the-data-engineer-interview-at-facebook-7e16ae65e0be,Facebook,
6e152455775c,Is Apache Airflow 2.0 good enough for current data engineering needs?,What changed in the new release…,Anna Geller,Towards Data Science,12/01/2021,9,664,https://towardsdatascience.com/is-apache-airflow-2-0-good-enough-for-current-data-engineering-needs-6e152455775c,Apache Airflow; Data Engineering,
a6ad20b652a2,AWS Glue Tutorial,How to start with AWS Glue and Athena,George Pipis,The Startup,12/01/2021,5,110,https://medium.com/swlh/aws-glue-tutorial-a6ad20b652a2,AWS Glue; Amazon Web Service (AWS); Athena Cloud,
a79081d5b94d,Data Observability: How to Fix Data Quality at Scale,Introducing a new approach to preventing broken…,Barr Moses,Towards Data Science,13/01/2021,6,206,https://towardsdatascience.com/data-observability-how-to-fix-data-quality-at-scale-a79081d5b94d,,
466ae12f65d3,Data Science at Wildlife: A deep dive into how our team works,Find out how we're able to innovate in…,Cecilia García López de Munain,Wildlife Studios Tech Blog,14/01/2021,6,189,https://medium.com/tech-at-wildlife-studios/data-science-at-wildlife-a-deep-dive-into-how-our-team-works-466ae12f65d3,Data Science,
c09a022aa6ff,How to Prevent Bad Data in Your Perfectly Good Pipelines,3 tactics you should be thinking about,Barr Moses,Towards Data Science,15/01/2021,5,245,https://towardsdatascience.com/data-engineering-101-how-to-prevent-data-downtime-c09a022aa6ff,,
92166c19084c,The End of ETL As We Know It,"If you’re as sick of this three-letter phrase as I am, you’ll be happy to…",Paul Singman,Whispering Data,16/01/2021,4,1300,https://medium.com/whispering-data/the-end-of-etl-as-we-know-it-92166c19084c,Extract Transform Load (ETL),ETL
6e152455775c,Is Apache Airflow 2.0 good enough for current data engineering needs?,What changed in the new release…,Anna Geller,Towards Data Science,16/01/2021,9,664,https://towardsdatascience.com/is-apache-airflow-2-0-good-enough-for-current-data-engineering-needs-6e152455775c,Apache Airflow; Data Engineering,
5ea4a357c149,7 concepts of databases every data engineer should know,,Oleg Agapov,,16/01/2021,8,767,https://medium.com/@oleg-agapov/7-concepts-of-databases-every-data-engineer-should-know-5ea4a357c149,Database,
e230817bcb16,The Top 5 Data Trends for CDOs to Watch Out for in 2021,"Modern metadata solutions, data quality…",Prukalpa,Towards Data Science,16/01/2021,7,448,https://towardsdatascience.com/the-top-5-data-trends-for-cdos-to-watch-out-for-in-2021-e230817bcb16,,
dcc2903345a5,A Decent Guide to DataFrames in Spark 3.0 for Beginners,Understand the transformations in a conceptual…,David Vrba,Towards Data Science,16/01/2021,12,123,https://towardsdatascience.com/a-decent-guide-to-dataframes-in-spark-3-0-for-beginners-dcc2903345a5,Apache Spark; Dataframe,SPARK
3df0af020c64,"Data Pipelines — Design Patterns for Reusability, Extensibility",Evolve data pipelines for quality…,Mukul Sood,Towards Data Science,17/01/2021,6,111,https://towardsdatascience.com/data-pipelines-design-patterns-for-reusability-extensibility-3df0af020c64,Data Pipeline; Design,
3c958657b325,Databases in Python Made Easy with SQLAlchemy,Leverage the iconic SQLAlchemy Python library to…,Todd Birchard,Hackers and Slackers,19/01/2021,9,236,https://hackingandslacking.com/databases-in-python-made-easy-with-sqlalchemy-3c958657b325,Database; Python,Python Programming
92166c19084c,The End of ETL As We Know It,"If you’re as sick of this three-letter phrase as I am, you’ll be happy to…",Paul Singman,Whispering Data,20/01/2021,4,1300,https://medium.com/whispering-data/the-end-of-etl-as-we-know-it-92166c19084c,Extract Transform Load (ETL),ETL
2f6cca9fcdc,How did BiTaksi Become The Best Taxi Service by Using The Power of Data?,Implementation of a new data…,Oğuzhan Yediel,BiTaksi Product & Tech,22/01/2021,5,175,https://medium.com/bitaksi-tech/how-did-bitaksi-become-the-best-taxi-service-by-using-the-power-of-data-2f6cca9fcdc,,
dcc2903345a5,A Decent Guide to DataFrames in Spark 3.0 for Beginners,Understand the transformations in a conceptual…,David Vrba,Towards Data Science,25/01/2021,12,123,https://towardsdatascience.com/a-decent-guide-to-dataframes-in-spark-3-0-for-beginners-dcc2903345a5,Apache Spark; Dataframe,SPARK
b6d95a293352,My Guide to Becoming a “Market-Ready” Data Engineer With a $100 Investment in 3 Months or Less — 2021,,AfroInfoTech,Geek Culture,25/01/2021,10,161,https://medium.com/geekculture/my-guide-to-becoming-a-market-ready-data-engineer-with-a-100-investment-in-3-months-or-less-b6d95a293352,Investment; LeSS; Market,
7004e56c8c98,How We Build a Production-Grade Data Pipeline,,Ghifari Dwiki Ramadhan,Life at Telkomsel,25/01/2021,8,337,https://medium.com/life-at-telkomsel/how-we-build-a-production-grade-data-pipeline-7004e56c8c98,Data Pipeline; Gradle,
e230817bcb16,The Top 5 Data Trends for CDOs to Watch Out for in 2021,"Modern metadata solutions, data quality…",Prukalpa,Towards Data Science,26/01/2021,7,448,https://towardsdatascience.com/the-top-5-data-trends-for-cdos-to-watch-out-for-in-2021-e230817bcb16,,
b9407c3e36f8,Designing Your Snowflake Topology,"By William Summerhill, Greg Pavlik, and Brad McNeely",William Summerhill,Snowflake,26/01/2021,11,143,https://medium.com/snowflake/designing-your-snowflake-topology-b9407c3e36f8,Topology,
8f85b860d5a4,Generating Unique Keys In BigQuery,The Ideal Primary Key For Data Warehousing,Borna Almasi,Show Me The Data,26/01/2021,4,110,https://medium.com/showmethedata/generating-unique-keys-in-bigquery-8f85b860d5a4,Google BigQuery,
30039c166092,Optimizing joins in Redshift,"Recently at Affinity, we accelerated our analytics workloads on Redshift by optimizing our use of joins. In…",Arzav Jain,Affinity,26/01/2021,8,298,https://build.affinity.co/optimizing-joins-in-redshift-30039c166092,Analytical; Redshift,
e9a79a4706aa,PySpark Planning — A Guide for 1st Timers,Decipher Spark plans and leverage them to your benefit,Dan Flomin,,27/01/2021,5,136,https://medium.com/@flomin-dan/pyspark-planning-a-guide-for-1st-timers-e9a79a4706aa,Apache Spark; PySpark,SPARK
5ea4a357c149,7 concepts of databases every data engineer should know,,Oleg Agapov,,28/01/2021,8,767,https://medium.com/@oleg-agapov/7-concepts-of-databases-every-data-engineer-should-know-5ea4a357c149,Database,
a4c848b6882d,Data Observability: Building Your Own Data Quality Monitors Using SQL,How to build your own data…,Ryan Kearns,Level Up Coding,28/01/2021,10,407,https://levelup.gitconnected.com/data-observability-building-your-own-data-quality-monitors-using-sql-a4c848b6882d,Structured Query Language (SQL),SQL
b0c2e3c66e60,How to setup Jupyter notebook on Mac,Easy way to setup Jupyter notebook on your Mac in 3 minutes using…,Anna Pastushko,CodeX,28/01/2021,7,102,https://medium.com/codex/how-to-setup-jupyter-notebook-on-mac-b0c2e3c66e60,Jupyter Notebook,
24e77065d523,Spark Parallelization Key Factors,"Spark is an unified analytics engine for Bigdata Processing, with built-in modules for…",Sivaprasad Mandapati,The Startup,30/01/2021,3,157,https://medium.com/swlh/spark-parallelization-key-factors-24e77065d523,Analytical; Apache Spark; Processing,SPARK
fcfa9b334635,Um guia para transição de carreira na área de dados,,Gabriel Lages,Data Hackers,01/02/2021,31,562,https://medium.com/data-hackers/um-guia-para-transi%C3%A7%C3%A3o-de-carreira-na-%C3%A1rea-de-dados-fcfa9b334635,,
50069717d081,Everyday Data Engineering: Tips on Developing Production Pipelines in Airflow,,Niv Sluzki,Databand.ai,01/02/2021,6,139,https://medium.com/databand-ai/tips-on-developing-production-pipelines-in-airflow-50069717d081,Data Engineering,
ebab66a3f8c0,Delta Lake: The Data Engineer’s missing piece Part-1,Explore the challenges facing data engineers…,DataBeans,,02/02/2021,8,352,https://medium.com/@databeans-blogs/delta-lake-the-data-engineers-missing-piece-part-1-ebab66a3f8c0,,
66488675fb42,Why we want to save the world from bad data,(…and how we try to do it),Ingrid af Sandeberg,VALIDIO,02/02/2021,6,157,https://medium.com/validio/why-we-want-to-save-the-world-from-bad-data-66488675fb42,,
c3333439f358,How to develop data pipeline in Airflow through TDD (test-driven development),,Marcos Marx,Magrathea,03/02/2021,10,208,https://blog.magrathealabs.com/how-to-develop-data-pipeline-in-airflow-through-tdd-test-driven-development-c3333439f358,Data Pipeline,
28c653859da0,Data Engineering Cheat Sheet,"Data engineering is all about designing, developing, testing and delivering offerings using leading edge…",Shahin Rahbariasl,,05/02/2021,9,100,https://medium.com/@shahinrahbariasl/data-engineering-cheat-sheet-28c653859da0,Data Engineering; TestNG; Testing,
41329bbf7211,Apache Airflow 2.0 Tutorial,Apache Airflow is already a commonly used tool for scheduling data pipelines. But the upcoming Airflow 2.0 is…,Tomasz Urbaszek,Apache Airflow,06/02/2021,11,354,https://medium.com/apache-airflow/apache-airflow-2-0-tutorial-41329bbf7211,Apache Airflow; Data Pipeline; Scheduling,
683297625f9b,A Gentle Introduction to Event-driven Change Data Capture,"How to detect, capture, and propagate…",Dunith Dhanushka,Event-driven Utopia,06/02/2021,8,308,https://medium.com/event-driven-utopia/a-gentle-introduction-to-event-driven-change-data-capture-683297625f9b,Data Capture,
b67eccdd3445,Turning Airflow into a full self service Data Platform,,Daniel R Carletti,,06/02/2021,3,334,https://medium.com/@danielrcarletti/turning-airflow-into-a-full-self-service-data-platform-b67eccdd3445,Platform,
56a18610d1ba,What in the world is Data Engineering?,I recently started exploring Data Engineering and I decided to document my learning path.,Clifford Frempong,,06/02/2021,4,111,https://medium.com/@clifflolo/what-in-the-world-is-data-engineering-56a18610d1ba,Data Engineering,
7e25bacb450c,Serverless Data Pipelines Made Easy with Prefect and AWS ECS Fargate,The easiest way to orchestrate…,Anna Geller,Towards Data Science,08/02/2021,11,124,https://towardsdatascience.com/serverless-data-pipelines-made-easy-with-prefect-and-aws-ecs-fargate-7e25bacb450c,Amazon Web Service (AWS); Data Pipeline,
df47c8a1ce17,🐳 Dataframe.ai — A comprehensive Data Context Management tool for modern data teams,,Joseph Moon,,08/02/2021,3,446,https://medium.com/@josephmoon/dataframe-ai-a-comprehensive-data-context-management-tool-for-modern-data-teams-df47c8a1ce17,Artificial Intelligence (AI); Content Management; Dataframe,AI
4351adc34123,"Introducing dbt, the ETL & ELT Disrupter","Goodbye ETL & ELT, Hello dbt!",Terence Shin,Towards Data Science,09/02/2021,6,240,https://towardsdatascience.com/introducing-dbt-the-etl-elt-disrupter-4351adc34123,Extract Transform Load (ETL),ETL
9af0acd2f918,Full and incremental Tableau Extract refreshes from Airflow using Docker and Kubernetes,,Nicolas My,,10/02/2021,5,118,https://medium.com/@nicolas-my/full-and-incremental-tableau-extract-refreshes-from-airflow-using-docker-and-kubernetes-9af0acd2f918,Docker; Kubernetes; Tableau,Tableau
1bd1bf5da598,How I Manage Credentials in Python Using AWS Secrets Manager,A platform-agnostic way of accessing…,Anna Geller,Towards Data Science,11/02/2021,8,229,https://towardsdatascience.com/how-i-manage-credentials-in-python-using-aws-secrets-manager-1bd1bf5da598,Amazon Web Service (AWS); Platform; Python,Python Programming
65ba88a99415,Metaflow: the Swiss knife tool in data science,And how we use it for serverless data pipelines tasks,Matias Aravena Gamboa,spikelab,11/02/2021,5,113,https://medium.com/spikelab/metaflow-the-swiss-knife-tool-in-data-science-65ba88a99415,Data Pipeline; Data Science,
920d9ebead1d,Managing Data as a Data Engineer — Part 3: Key Principles & Lessons Learnt,"In the last two articles, we have looked at how users view data and how data changes over time. In this part of the article, I am…",Loh Meng Xin,Towards Data Science,11/02/2021,8,115,https://towardsdatascience.com/managing-data-as-a-data-engineer-part-3-key-principles-lessons-learnt-920d9ebead1d,,
18d0b01589e1,Datacast Episode 55: Making Apache Spark Developer-Friendly and Cost-Effective with Jean-Yves Stephan,,James Le,Data Notes,11/02/2021,10,103,https://data-notes.co/datacast-episode-55-making-apache-spark-developer-friendly-and-cost-effective-with-jy-stephan-18d0b01589e1,Apache Spark,SPARK
bcb8fa749565,Clean Data Pipelines,Clean code is a must-read book for software engineers (SWEs) and is part of the curriculum from several software…,Amom Mendes,QuintoAndar Tech Blog,12/02/2021,8,222,https://medium.com/quintoandar-tech-blog/clean-data-pipelines-bcb8fa749565,Data Pipeline,
c202f3e28f0,Data Engineer vs Data Scientist: Roles and Responsibilities,,Sasha Andrieiev,,12/02/2021,1,176,https://medium.com/@jelvix/data-engineer-vs-data-scientist-roles-and-responsibilities-c202f3e28f0,,
e56d995d7029,What is P in ELTP Process?,Solve the “data last-mile problem” to unlock the full analytics…,Daigo Tanaka,Towards Data Science,13/02/2021,5,122,https://towardsdatascience.com/what-is-p-in-eltp-process-e56d995d7029,Analytical,
83540a01a225,The Online Certification That Will Get You a Job in Data Engineering,Recruiters will be looking for…,Jonathan Moszuti,Towards Data Science,15/02/2021,6,622,https://towardsdatascience.com/the-online-certification-that-will-get-you-a-job-in-data-engineering-83540a01a225,Data Engineering,
a91b34e182e8,10 Csvkit Commands You Should Know As Data Engineer,"In this tutorial, learn how to use csvkit and psql…",AnBento,CodeX,15/02/2021,12,297,https://medium.com/codex/10-csvkit-commands-data-engineers-must-know-a91b34e182e8,,
dcfd46da9f9f,Data Stacks For Fun & Nonprofit — Part III,A tutorial overview of the DS4FNP stack.,Andrew Stewart,Towards Data Science,16/02/2021,21,174,https://towardsdatascience.com/data-stacks-for-fun-nonprofit-part-iii-dcfd46da9f9f,,
2ad84b36199e,Decoding Netflix: Metaflow,"Metaflow, Netflix’s human-centric framework for data science.",Vimarsh Karbhari,Acing AI,17/02/2021,3,134,https://medium.com/acing-ai/decoding-netflix-metaflow-2ad84b36199e,Data Science,
72087f5a7d91,Data Mesh 101: Everything You Need To Know to Get Started,A primer for data teams on the latest…,Barr Moses,Towards Data Science,18/02/2021,5,203,https://towardsdatascience.com/data-mesh-101-everything-you-need-to-know-to-get-started-72087f5a7d91,,
35b90c3d8963,Do you need a feature store?,Feature Stores make it easier and cheaper to produce more accurate ML…,Monte Zweben,Towards Data Science,18/02/2021,7,103,https://towardsdatascience.com/do-you-need-a-feature-store-35b90c3d8963,,
ccaf90bfe86c,Reading and writing files from/to Amazon S3 with Pandas,Using the boto3 library and s3fs-supported…,Onel Harrison,Towards Data Science,21/02/2021,3,172,https://towardsdatascience.com/reading-and-writing-files-from-to-amazon-s3-with-pandas-ccaf90bfe86c,Amazon S3; Pandas; Writing,
92e46061165,The Building Blocks of a Modern Data Platform,The collection of tools and capabilities that should be…,Prukalpa,Towards Data Science,22/02/2021,7,732,https://towardsdatascience.com/the-building-blocks-of-a-modern-data-platform-92e46061165,Platform,
105aa928eabe,Data Observability: How to Prevent Broken Data Pipelines at Scale,Introducing a new approach to…,Barr Moses,Towards Data Science,22/02/2021,7,109,https://towardsdatascience.com/data-observability-how-to-increase-trust-in-data-at-scale-105aa928eabe,Data Pipeline,
bfe194b99e1b,New is legacy,Data journey at Back Market,Florian Valeye,Back Market Engineering,22/02/2021,8,181,https://medium.com/back-market-engineering/new-is-legacy-bfe194b99e1b,Market,
4e6694dcc7fb,Reverse ETL — A Primer,,Astasia Myers,Memory Leak,23/02/2021,5,906,https://medium.com/memory-leak/reverse-etl-a-primer-4e6694dcc7fb,Extract Transform Load (ETL),ETL
716ac95b82d1,Airflow DAG — Best Practices,"In the blog post, we will see some best practices for authoring DAGs. Let’s start.",Amit Singh Rathore,The Startup,23/02/2021,4,226,https://medium.com/swlh/airflow-dag-best-practices-716ac95b82d1,Blogging,
2aa9b53ab387,Apache Beam — From Zero to Hero Pt. 2: Streaming Pipelines,,Ilan Uzan,Analytics Vidhya,23/02/2021,7,113,https://medium.com/analytics-vidhya/apache-beam-from-zero-to-hero-pt-2-streaming-pipelines-2aa9b53ab387,Apache; Streaming,Apache
1627772ca760,The Evolution of Data Catalogs: The Data Discovery Platform,Data discovery is an unsolved problem for…,Shinji Kim,Select Star,24/02/2021,7,1300,https://blog.selectstar.com/the-evolution-of-data-catalogs-the-data-discovery-platform-1627772ca760,Platform,
ca9fa1cb8cbb,Data Engineering’s Role Is Scaling Beyond Scope — And That Should Be Celebrated,"Saravanakumar Subramaniam, Principal Data Engineer, Matthieu Vautrot, Principal Data Engineer, Evangelos Theodoridis, Principal Data Engineer, QuantumBlack. With contributions from Toby Sykes…","QuantumBlack, a McKinsey company",,24/02/2021,5,201,https://medium.com/@quantumblack/data-engineerings-role-is-scaling-beyond-scope-and-that-should-be-celebrated-ca9fa1cb8cbb,Data Engineering,
e36cd83d2c94,"Extract, Transform and Load!",It has become important nowadays to get insights from data in order to make better decisions in terms of…,Qwiklabs,,24/02/2021,2,111,https://medium.com/@qwiklabs/extract-transform-and-load-e36cd83d2c94,Extract Transform Load (ETL); Transformer,ETL
2b178b0f843f,FastAPI (with API versioning!) for data applications,,Jordi Giner-Baldó,Geoblink Tech blog,25/02/2021,10,185,https://medium.com/geoblinktech/fastapi-with-api-versioning-for-data-applications-2b178b0f843f,Application Programming Interface (API),
c3f98c6fa642,Liftoff: Prefect’s Series A,Welcoming a new cohort of strategic investors,Jeremiah Lowin,The Prefect Blog,25/02/2021,5,146,https://medium.com/the-prefect-blog/liftoff-prefects-series-a-c3f98c6fa642,,
338d2c6021f0,LinkedIn DataHub Project Updates (February 2021 Edition),A monthly newsletter on DataHub Project,Shirshanka Das,DataHub Project,26/02/2021,5,139,https://medium.com/datahub-project/linkedin-datahub-project-updates-february-2021-edition-338d2c6021f0,LinkedIn; Newsletters,
d308537a3128,3 Tricks to Make Your Python Projects More Sophisticated,Sharing tricks that helped me in data…,Anna Geller,The DevOps Corner,26/02/2021,7,130,https://medium.com/the-devops-corner/3-tricks-to-make-your-python-projects-more-sophisticated-d308537a3128,Python,Python Programming
699b52ba1e6d,台灣資料工程師職場觀察與回顧,幾年來也寫了一些文章，但好像從來沒有好好自我介紹過，因此想要寫一篇文章作為對自己目前經歷的總結，以及分享我對這領域職場的看法。,Luke Hong,資料工程師的日常,27/02/2021,5,166,https://medium.com/life-of-small-data-engineer/observations-of-data-engineering-field-in-taiwan-699b52ba1e6d,,
309413fdf410,A Simple Serverless Collaborative Filter with AWS Lambda + Surprise,We will review a simple deployment…,Paulo Carvalho,Towards Data Science,28/02/2021,5,138,https://towardsdatascience.com/a-simple-serverless-collaborative-filter-with-aws-lambda-surprise-309413fdf410,Amazon Web Service (AWS),
6a01cfff7064,Typical Problems in Data Analytics,What are the common Issues and how can they be solved?,Christianlauer,The Startup,28/02/2021,3,197,https://medium.com/swlh/typical-problems-in-data-analytics-6a01cfff7064,Big Data Analytics,
41550f62f5f,Data Lakehouse: Building the Next Generation of Data Lakes using Apache Hudi,Discusses how to create a…,Ryan D'Souza & Brandon Stanley,Slalom Build,01/03/2021,14,429,https://medium.com/slalom-build/data-lakehouse-building-the-next-generation-of-data-lakes-using-apache-hudi-41550f62f5f,Apache,Apache
4db57b6cce35,Should You Become a Data Engineer in 2021?,Data Engineering is the new Data Science,Nicholas Leong,Towards Data Science,01/03/2021,7,105,https://towardsdatascience.com/should-you-become-a-data-engineer-in-2021-4db57b6cce35,Data Engineering; Data Science,
5e4fdecb9618,The New Rules of Data Quality,Introducing a better way to manage data quality at scale with testing…,Barr Moses,Towards Data Science,02/03/2021,5,370,https://towardsdatascience.com/the-new-rules-of-data-quality-5e4fdecb9618,TestNG; Testing,
209c8a28d5b4,Chartio Is Shutting Down: What Now?,Here are 3 options for analytics platforms to switch to,Sean Knight,Towards Data Science,05/03/2021,5,227,https://towardsdatascience.com/chartio-is-shutting-down-what-now-209c8a28d5b4,Analytical; Platform,
bd2c2643f958,How To Write Data From GSheets To Your Database Using Python,"In this tutorial, learn how to build a simple ETL to move Google spreadsheets data across systems with few lines of code.",AnBento,Level Up Coding,05/03/2021,5,123,https://levelup.gitconnected.com/write-datasets-from-g-sheet-to-your-database-with-python-bd2c2643f958,Database; Extract Transform Load (ETL); Python,ETL; Python Programming
82f35afe2732,Experimentation at Tubi,"Asking questions that matter, faster.",Chang She,Tubi Engineering,08/03/2021,9,164,https://code.tubitv.com/experimentation-at-tubi-82f35afe2732,,
1a4a103471dc,Building a Confidential Data Mesh,How the Data Mesh architecture and Differential Privacy technology…,Vincent Lepage,Towards Data Science,08/03/2021,7,376,https://towardsdatascience.com/building-a-confidential-data-mesh-1a4a103471dc,Architecture; Privacy,
955d3cc93266,Performance in Apache Spark: Benchmark 9 Different Techniques,Comparison of different approaches for…,David Vrba,Towards Data Science,09/03/2021,12,205,https://towardsdatascience.com/performance-in-apache-spark-benchmark-9-different-techniques-955d3cc93266,Apache Spark,SPARK
85c37cad4d87,Building a Data Engineering Project in 20 Minutes,"Real-estates uploaded to S3, Spark & Delta Lake…",Simon Späti,,09/03/2021,17,165,https://medium.com/@sspaeti/building-a-data-engineering-project-in-20-minutes-85c37cad4d87,Amazon S3; Apache Spark; Data Engineering; Real Estate,SPARK
5c0d56524ced,A Hybrid Apache Arrow/Numpy DataFrame with Vaex version 4.0,Integrating Apache Arrow and NumPy…,Maarten Breddels,Towards Data Science,09/03/2021,7,220,https://towardsdatascience.com/a-hybrid-apache-arrow-numpy-dataframe-with-vaex-version-4-0-5c0d56524ced,Apache; Dataframe; NumPy,Apache
a1b4609c06b0,Top Data Science Platforms in 2021 Other than Kaggle,New places and resources to stand out in an ocean…,Michael Burkhardt,Becoming Human: Artificial Intelligence Magazine,09/03/2021,8,144,https://becominghuman.ai/top-data-science-platforms-in-2021-other-than-kaggle-a1b4609c06b0,Data Science; Platform,
d8642555f89e,What are the most requested technical skills in the data job market? Insights from 35k+ data jobs ads,,Mehdi Ouazza,DataDrivenInvestor,09/03/2021,5,242,https://medium.datadriveninvestor.com/what-are-the-most-requested-technical-skills-in-the-data-job-market-insights-from-35k-datajobs-ads-d8642555f89e,Market,
30e6ca73395,Building a distributed ETL pipeline for a monolithic data warehouse,,Matthieu Caneill,Picnic Engineering,10/03/2021,6,312,https://blog.picnic.nl/building-a-distributed-etl-pipeline-for-a-monolithic-data-warehouse-30e6ca73395,Extract Transform Load (ETL),ETL
6774ee2959f9,Data stacks are useless. Unless…,The 4 pillars of using data effectively and efficiently,Aleksander Kruszelnicki,,10/03/2021,6,150,https://medium.com/@alkrusz/the-4-pillars-of-using-data-effectively-and-efficiently-6774ee2959f9,,
e631abe473f5,Are NoSQL Databases Relevant for Data Engineering?,"SQL is great, but sometimes you may need something…",Anna Geller,Level Up Coding,11/03/2021,7,212,https://levelup.gitconnected.com/are-nosql-databases-relevant-for-data-engineering-e631abe473f5,Data Engineering; Database; NoSQL; Structured Query Language (SQL),NoSQL; SQL
6517b243dece,You don’t need an orchestrator,It’s a great time to orchestrate data pipelines.,Benoit Pimpaud,Towards Data Science,12/03/2021,6,211,https://towardsdatascience.com/you-dont-need-an-orchestrator-6517b243dece,Data Pipeline,
70d8864a896e,Spark it up a notch,Nitty-gritty details of Apache Spark,Jyotsna Parthasarathy,Towards Data Science,12/03/2021,9,120,https://towardsdatascience.com/spark-it-up-a-notch-70d8864a896e,Apache Spark,SPARK
d68261167f1a,5 SQL queries every Data Engineer & Scientist should know!,,Data Engineering Academy,,13/03/2021,6,317,https://medium.com/@dataengineeringacademy/5-sql-queries-every-data-engineer-scientist-should-know-d68261167f1a,Structured Query Language (SQL),SQL
a15c5eb3849c,Team Topologies for Data Engineering Teams,,Pedro Gomes Mota,Data Arena,13/03/2021,5,423,https://medium.com/data-arena/team-topologies-for-data-engineering-teams-a15c5eb3849c,Data Engineering,
9a19ab84084c,How to build a DAG Factory on Airflow,A guide to building efficient DAGs with half of the code,Axel Furlan,Towards Data Science,14/03/2021,5,226,https://towardsdatascience.com/how-to-build-a-dag-factory-on-airflow-9a19ab84084c,,
a9ab7c7b36e5,Data Engineers of Netflix — Interview with Dhevi Rajendran,,Netflix Technology Blog,Netflix TechBlog,15/03/2021,5,821,https://netflixtechblog.com/data-engineers-of-netflix-interview-with-dhevi-rajendran-a9ab7c7b36e5,,
8a731837ace2,Gousto Data Team — Best of 2020,A look back at a handful of data projects delivered by the data…,GoustoTech,Gousto Engineering & Data,15/03/2021,9,150,https://medium.com/gousto-engineering-techbrunch/gousto-data-team-best-of-2020-8a731837ace2,,
9e97c7954d08,10 Advanced Data Pipeline Strategies for Data Engineers,,Rotem Eshed,Databand.ai,16/03/2021,8,261,https://medium.com/databand-ai/10-advanced-data-pipeline-strategies-for-data-engineers-9e97c7954d08,Data Pipeline,
f3a68e79d8a8,Data Quality Monitoring at Scale with SQL and Machine Learning,How to make your data pipelines more…,Barr Moses,Towards Data Science,16/03/2021,11,199,https://towardsdatascience.com/automated-data-quality-testing-at-scale-with-sql-and-machine-learning-f3a68e79d8a8,Data Pipeline; Machine Learning; Structured Query Language (SQL),SQL
83f2425d6ddd,Consulting 101 for data engineers,"At Data Minded, we are data engineers first and foremost. But in reality, we do a lot of consulting…",Kris Peeters,datamindedbe,16/03/2021,6,107,https://medium.com/datamindedbe/consulting-101-for-data-engineering-83f2425d6ddd,Consulting,
7616b74fe484,7 Reasons Why You Should Consider a Data Lake (and Event-Driven ETL),Key considerations &…,Anna Geller,Towards Data Science,17/03/2021,9,291,https://towardsdatascience.com/7-reasons-why-you-should-consider-a-data-lake-and-event-driven-etl-7616b74fe484,Extract Transform Load (ETL),ETL
c696ceaf9ef1,Data Software-as-a-Service: the case for a hybrid deployment architecture,Introducing a new approach…,Barr Moses,Towards Data Science,18/03/2021,8,168,https://towardsdatascience.com/data-software-as-a-service-the-case-for-a-hybrid-deployment-architecture-c696ceaf9ef1,Architecture,
