id,title,channel,url,published_date,description,language,view_count,like_count,dislike_count,comment_count,relevance,data_skills,skills
--NQfX4qoNA,Learn Microsoft Excel Basics Tutorial for Beginners,Excel Dude Microsoft Excel Tutorials for Beginners,https://youtube.com/watch?v=--NQfX4qoNA,2020-12-28T20:16:33Z,Microsoft Excel 365 tutorial for beginners learn MS Excel Basic Formulas Microsoft MS Excel & 2021 Excel tips and tricks to learn excel in ten minutes Join Excel ...,en-US,2723,78,2,15,24.0,Excel,Formatting; Golang; Microsoft Excel
-4jokJpvFwc,Learn JavaScript — A Tutorial For Beginners (2021),CareerFoundry,https://youtube.com/watch?v=-4jokJpvFwc,2021-01-08T17:22:25Z,Learn the basics of JavaScript! Build your very first web page from scratch with these five free tutorials — Sign up here: ...,,3978,53,5,12,20.0,JavaScript,Blogging; Google Chrome; JavaScript; Links; Social Media; Video; Web Development
-5fCvAtl8b8,Excel Full Course | Microsoft Excel Course | Microsoft Excel For Beginners | Simplilearn,Simplilearn,https://youtube.com/watch?v=-5fCvAtl8b8,2021-05-04T15:46:57Z,This Excel Tutorial full course will help you get started with Excel and explore the features it offers. You will take a tour to understand Excel basics and look at ...,en,37320,1475,9,125,6.0,Excel,Analytical; Android; Big Data; Business Analysis; Business Analytics; Business Intelligence (BI); Business Intelligence Testing; Chart; Dashboard; Data Analysis; Dataset; Decision Making; Facebook; Formatting; Healthcare; Information Technology (IT); Instagram; LinkedIn; Market; Microsoft Access; Microsoft Excel; Microsoft Power BI; Pivot Table; Reporting; Statistics; Telegram; Training; Twitter; Video; Visual Basic For Applications (VBA); Youtube; eCommerce; iOS; macOS
-7Q41t0qO7M,MongoDB Tutorial | MongoDB Tutorial For Beginners | MongoDB Training | MongoDB Course | Simplilearn,Simplilearn,https://youtube.com/watch?v=-7Q41t0qO7M,2021-05-29T15:30:00Z,"""This video on MongoDB tutorial will help you get a good understanding of the working of this DBMS. MongoDB is a document-oriented, no sequel (NoSQL) ...",en,3322,120,3,18,6.0,MongoDB,Analytical; Big Data; Configuration; Data Modelling; Database; Database Management System; Facebook; Instagram; LinkedIn; MongoDB; NoSQL; Telegram; Training; Twitter; Video; Virtual Machine; Youtube; jQuery
-F9-NTX1qp0,Learn Tableau With Tableau Public 12: Bubble Visual,Amit Chandak,https://youtube.com/watch?v=-F9-NTX1qp0,2021-08-25T17:57:25Z,Learn Tableau With Tableau Public 12: Bubble Visual Last Video: Learn Tableau With Tableau Public 11: Scatter Visual: https://youtu.be/sURUP7Q4hn4 ...,en,86,1,0,0,28.0,Tableau,Github; Microsoft Power BI; Tableau; Video
-GZjtHUNW58,Using Apache MXNet in Production Deep Learning Streaming Pipelines,Apache MXNet,https://youtube.com/watch?v=-GZjtHUNW58,2021-02-08T17:00:01Z,"Timothy Spann, Principal DataFlow Field Engineer @ Cloudera As a Data Engineer I am often tasked with taking Machine Learning and Deep Learning models ...",en,84,4,0,0,50.0,APACHE,Apache; Application Programming Interface (API); Classification; Cloudera; Dataflow; Deep Learning; Image; Java; Machine Learning; Streaming
-JiTH56xI-E,Webinar on ICT Tools : Creating Presentation using Prezi (Hindi),NCERT OFFICIAL,https://youtube.com/watch?v=-JiTH56xI-E,2021-01-14T11:34:39Z,"Webinar Primary, Upper-Primary, Secondary and Senior Secondary classes on SWAYAM Prabha DTH-TV Channel #31 everyday. Click to see the schedule: ...",en-GB,3084,87,1,4,41.0,Presentation,Email Client; Facebook; Hindi; Information and Communications Technology (ICT); Play; Presentation; Social Media Platform; Telegram; Twitter; Youtube
-MMOMnS41W0,Interrupted Time Series and its applications,Population Data BC,https://youtube.com/watch?v=-MMOMnS41W0,2020-12-15T21:44:53Z,Interrupted Time Series (ITS) is a powerful quasi-experimental time series tool for evaluating temporal effects of interventions on an outcome of interest.,,2081,12,0,1,12.0,Time Series Analysis,Administration; Regression; Time Series Analysis
-QdPj3g1pWc,HOW to become a Cloud Engineer in 2021🔥 [Step-By-Step PLAN],Network Engineer Academy,https://youtube.com/watch?v=-QdPj3g1pWc,2020-11-24T02:30:11Z,"Cyber Security, Cloud, and Network Engineers... HIGH PAID skill to MASTER in 2021 https://youtu.be/uhLqOZltPPs ✓ Ready to join my 1-ON-1 Coaching ...",en,34502,1294,59,100,14.0,Cloud Technologies,Coaching; Facebook; Golang; Information Technology (IT); Instagram; LinkedIn; Network; Objective-C; Reverse Engineering; Security; Sentry; Video
-SrdfmRLneY,Top 5 Books For Machine Learning In 2021 | Learn Machine Learning | #Shorts | Simplilearn,Simplilearn,https://youtube.com/watch?v=-SrdfmRLneY,2021-07-08T08:30:00Z,Enroll for Free Machine Learning Course & Get Your Completion Certificate: ...,en,7186,465,9,6,45.0,Supervised Machine Learning,Algorithm; Analytical; Artificial Intelligence (AI); Azure Machine Learning; Big Data; Classification; Facebook; Instagram; LinkedIn; Modelling; Python; Regression; Supervised Learning; Telegram; Time Series Model; Training; Twitter; Unsupervised Learning; Video
-T_l8TjAzXk,WHY LEARN TABLEAU? | Is Tableau worth learning?  | 5 Reasons to learn Tableau | Abhishek Agarwal,Abhishek Agarrwal,https://youtube.com/watch?v=-T_l8TjAzXk,2020-10-27T12:03:20Z,Many people who are a beginner and aspiring to learn a new business intelligence tool is wondering whether tableau is a good choice for them whether they ...,en,6570,193,6,21,14.0,Tableau,Business Intelligence (BI); Business Intelligence Tool; Data Visualization; LinkedIn; Tableau; Twitter; Video; Visualization; Youtube
-U3b0DVDW5c,Introduction to Programming with MATLAB All week answers || Coursera || 100% Marks ||,Chill Buzz,https://youtube.com/watch?v=-U3b0DVDW5c,2020-10-09T06:58:33Z,"Introduction to Programming with MATLAB Course link: https://www.coursera.org/learn/matlab? For friends support subscribe me, like, comment and shear my ...",en-US,17465,261,16,30,29.0,Matlab,Amazon Web Service (AWS); Analysis; Big Data; Biology; Business Writing; C; Cascading Style Sheet (CSS); Communication; Computer Architecture; Computer Science; Consumer Behaviour; Content Marketing; Data Science; Database; Digital Marketing; Digital Media; Email; Engineering; English; Facebook; Finance; Financial Accounting; Front End; Google Sheets; Humanities; HyperText Markup Language (HTML); Innovation; Investment; Java; JavaScript; Korean; MATLAB; Machine Learning; Market Research; Marketing Analytics; Marketing Research; Materials Science; Mathematics; Mechanics; Medicine; MySQL; Platform; Population; Programming; Project Management; Public Health; Public Policy; Python; React; Recruiting; Risk Management; Selection; Structured Query Language (SQL); User Experience (UX); User Experience Design; Video; Web Development; Youtube
-VFx7JiD-NA,Database Management System Laboratory,PRADEEP SURASURA,https://youtube.com/watch?v=-VFx7JiD-NA,2020-10-22T08:57:32Z,Demonstration of Database Management System Laboratory.,en-IN,917,10,0,0,39.0,Database Management System (DBMS),Database Management System
-X5lA9ihEjo,Lect#2 What is Database and Database Management System in Urdu/Hindi |#Database,Learning Point,https://youtube.com/watch?v=-X5lA9ihEjo,2021-03-11T08:39:31Z,Database Management System Course Link is:- https://youtube.com/playlist?list=PLuuQCKO44unvmgdNooCHD0bRWTEN6VI6x -Full Operating System Course ...,ur,1122,40,0,8,34.0,Database Management System (DBMS),Architecture; C++; Database Administration; Database Application; Database Design; Database Development; Database Management System; Dictionary; Hindi; Mapping; Operating System; Processing; Semantics; Software Engineering; Structured Query Language (SQL); Urdu; Youtube; jQuery
-XppJgAZtA4,Deep Learning on a Xilinx FPGA with MATLAB Code,MATLAB,https://youtube.com/watch?v=-XppJgAZtA4,2020-10-12T12:59:46Z,FPGA-based hardware is a good fit for deep learning inferencing on embedded devices because they deliver low latency and power consumption.,en,3065,80,1,3,19.0,Matlab,Deep Learning; Hardware; MATLAB; Network; Prototyping; Simulink
-buULmf7dec,Decision Transformer: Reinforcement Learning via Sequence Modeling (Research Paper Explained),Yannic Kilcher,https://youtube.com/watch?v=-buULmf7dec,2021-06-05T16:54:02Z,decisiontransformer #reinforcementlearning #transformer Proper credit assignment over long timespans is a fundamental problem in reinforcement learning.,en-US,26296,785,10,82,20.0,Reinforcement,Architecture; Autoregressive (AR) Model; C; Github; Golang; History; LinkedIn; Links; Modelling; Reinforcement Learning; Research; Sequence; Temporal Difference (TD) Learning; Transformer; Twitter; Youtube
-cpybNFv-9Y,Distributed Deep Learning with Apache Spark - learn Data Science,neila constantine,https://youtube.com/watch?v=-cpybNFv-9Y,2021-07-20T23:14:52Z,link to this course ...,,1,0,0,0,13.0,APACHE,Algorithm; Anomaly Detection; Apache Spark; Application Programming Interface (API); Artificial Intelligence (AI); Banking; Coding; Data Science; Dataset; Deep Learning; Distributed Computing; Feature Extraction; Java; Machine Learning; Modelling; Platform; Processing; Recurrent Neural Network (RNN); Regression; Scala; Software Development; Software Engineering; Training
-daMfdwpmAg,Reinforcement Learning | Reinforcement Learning In Python | Machine Learning Tutorial | Simplilearn,Simplilearn,https://youtube.com/watch?v=-daMfdwpmAg,2021-01-15T15:30:01Z,This video on Reinforcement Learning will help you understand the basics of reinforcement learning. You will learn the concepts like reward and states. You will ...,en,4691,106,2,25,14.0,Supervised Machine Learning; Reinforcement,Amazon Web Service (AWS); Android; Artificial Intelligence (AI); Collaboration; Deep Learning; Facebook; Graphics Processing Unit (GPU); LinkedIn; Machine Learning; Microsoft Access; Natural Language Processing (NLP); Network; Python; Reinforcement Learning; Statistics; Twitter; Video; iOS
-fD8u8ZxCgg,Deep Learning for IoT Devices,IoT Conference,https://youtube.com/watch?v=-fD8u8ZxCgg,2021-01-18T11:58:00Z,With the advent of Deep Learning it has become impediment for algorithms to be implemented in IoT devices. However IoT device has less computing power.,,560,10,0,0,39.0,Deep Learning,Algorithm; Computing; Deep Learning; Development Tools; Internet of Things (IoT); LeSS
-fY3g-DUtks,Is Java Still Worth Learning in 2021?,Keep On Coding,https://youtube.com/watch?v=-fY3g-DUtks,2021-06-03T15:00:01Z,Get your free 1st month of JetBrains Academy: https://jb.gg/academy/keep_on_coding Complete the 1st stage of your project to receive your 2nd month free!,en,144433,4887,219,938,4.0,Java,Instagram; Java; Music; Programming; Streaming; Youtube
-for0wqv_kw,Big Data Hadoop Tutorial For Beginners | Hadoop Training | Edureka | Hadoop Live 1,edureka!,https://youtube.com/watch?v=-for0wqv_kw,2021-04-21T06:25:55Z,Edureka Big Data Architect Master Program: https://www.edureka.co/masters-program/big-data-architect-training This Edureka Big Data Hadoop Tutorial For ...,en,3515,105,3,0,13.0,Hadoop,Administration; Apache Cassandra; Apache Hive; Apache Kafka; Apache Oozie; Apache Pig; Apache Spark; Apache Sqoop; Big Data Analysis; Big Data Analytics; Blogging; Business Intelligence (BI); Data Architecture; Data Engineering; Database; Extract Transform Load (ETL); Facebook; Golang; Gradle; HBase; Hadoop Distributed File System (HDFS); Instagram; Investigational New Drug (IND); LinkedIn; Management; MapReduce; News; Processing; Technical Support; Telegram; Testing; Training; Twitter; Video
-hTTapH1S1w,"AWS Cloud Computing for Education: In-Person, Remote/Online and Hybrid Models",Angelbeat Ron Gerber,https://youtube.com/watch?v=-hTTapH1S1w,2021-04-26T16:49:34Z,"Tyler Lynch , Andreia Naomi, Pedro Marzo & Katie Herritage from AWS As you explore ways to integrate remote, in-person and hybrid learning, AWS has ...",en,152,5,0,0,41.0,Cloud Technologies,Amazon Web Service (AWS); Cloud Computing; Data Management; Equity; Information Technology (IT); Microsoft Access; Research
-i366j61vok,"Finite Element Analysis in MATLAB, Part 1: Structural Analysis Using Finite Element Method in MATLAB",MATLAB,https://youtube.com/watch?v=-i366j61vok,2020-11-04T13:59:50Z,Finite element analysis (FEA) is one of the most popular approaches for solving common partial differential equations that appear in many engineering and ...,en,20949,564,4,19,22.0,Matlab,Analysis; Design; Engineering; Geometry; MATLAB; Physics; Simulink
-i9wcusTwSo,Chess Visualizing: How To Remember Squares,GothamChess,https://youtube.com/watch?v=-i9wcusTwSo,2020-12-24T00:00:01Z,My 5 Chess Courses: https://www.gotham-chess.com ➡️ Watch LIVE on Twitch: https://www.twitch.tv/gothamchess ➡️ Support via Donation: ...,en-US,503432,26203,199,1118,9.0,Visualizations,Design; Instagram; Links; Social Media; Twitter; Video; Visualization
-in6M-0m2jc,supervised machine learning with linear regression.,chasing369,https://youtube.com/watch?v=-in6M-0m2jc,2021-06-08T10:28:21Z,predicting percentage of students based on number of study hours using linear regression algorithm.,,3,0,0,0,36.0,Supervised Machine Learning,Algorithm; Linear Regression; Nonlinear Regression; Regression; Semi-supervised Machine Learning; Supervised Machine Learning; Unsupervised Machine Learning
-o1pbrkhx9s,What is Cloud Computing | Meaning of Cloud Computing | Great Learning,Great Learning,https://youtube.com/watch?v=-o1pbrkhx9s,2021-03-06T13:30:13Z,"Skip Intro: 1:33 Looking for a career upgrade & a better salary? We can help, Choose from our no 1 ranked top programmes. 25k+ career transitions with 400 + ...",en-IN,2349,87,5,13,33.0,Cloud Technologies,Artificial Intelligence (AI); Big Data Analysis; Big Data Analytics; Cybersecurity; Data Science; Database; Dataset; Decision Making; Golang; IBM Cloud Computing; Internet; Machine Learning; Management; Microsoft Access; Soft Computing; Software Development; Video
-sJVXr3ferw,Git Complete Training with GitHub: Developers Workflow 2020 - learn Programming Languages,gkh hg,https://youtube.com/watch?v=-sJVXr3ferw,2021-07-16T13:15:27Z,link to this course ...,,4,0,0,0,39.0,Github,Ad Design; Bash; Closing; Control System; Editing; Git; Github; Golang; Graphic Design; History; Information Technology (IT); Linear Programming; Programming Language; Saving; Source Control; Training; Version Control; Windows
-uxyG_VAsyo,How to Learn Machine Learning and Deep Learning: a guide for Software Engineers,Code with Renan,https://youtube.com/watch?v=-uxyG_VAsyo,2021-02-01T18:49:57Z,"I've read, watched and gone through all these resources until the end, even got a paid certification for some. LINKS FOR THE RESOURCES: The Python Guide ...",en-US,101,4,0,1,20.0,Deep Learning,Artificial Intelligence (AI); Calculus; Deep Learning; Instagram; Keras; Linear Algebra; LinkedIn; Links; Machine Learning; Python; Scikit-learn; TensorFlow; Twitter; Youtube
-w8RYCF3jOw,Should You Learn JavaScript in 2021?  (for Data Science),RichardOnData,https://youtube.com/watch?v=-w8RYCF3jOw,2021-01-08T13:13:02Z,Subscribe to RichardOnData here: https://www.youtube.com/channel/UCKPyg5gsnt6h0aA8EBw3i6A?sub_confirmation=1 Patreon: ...,,3240,195,4,29,23.0,JavaScript,Cascading Style Sheet (CSS); Command-Line Interpreter; D3.js; Data Science; Github; Graph; HyperText Markup Language (HTML); Internet; JavaScript; Natural Language Processing (NLP); Node.js; Oracle; Package Manager; Scripting Language; TensorFlow; Video; Youtube
-xqmCOPwxG4,New interactive visualizations (11.1.1+),IBM Support and Training,https://youtube.com/watch?v=-xqmCOPwxG4,2021-02-02T18:05:29Z,This video showcases new visualizations in reporting and all the interactivity available such as filtering using browser-side cached data store and extra data.,en,264,0,1,,42.0,Visualizations,Reporting; Video; Visualization
-xy-pfbCgbQ,Statistics | Statistics Class 10 | Class 10 Maths Chapter Number 14 | Full/Exercises/Questions/CBSE,Dear Sir,https://youtube.com/watch?v=-xy-pfbCgbQ,2021-01-18T02:30:00Z,"GET DEAR SIR TEST SERIES NOW http://bit.ly/38TvqkX Hi, In this video, we are going to learn the most interesting chapter of CBSE Class 10 Statistics. We will ...",hi,2079158,87326,2268,13232,29.0,Statistics,Analysis; English; Statistics; Video
-yR7dkU4wzY,Visualizations - How to Win a Data Science Competition: Learn from Top Kagglers,Mạc Hòa Bình,https://youtube.com/watch?v=-yR7dkU4wzY,2020-11-06T20:54:42Z,Link to this course: ...,,248,5,0,1,50.0,Visualizations,Algorithm; Azure Machine Learning; Boosting; Competition; Computer Vision; Cross Validation; Data Modelling; Data Science; Dataframe; Encoding; Ensemble; Exploratory Data Analysis; Feature Engineering; Feature Extraction; Forecasting; Image; Information Threat; Insurance; Marketing; Matplotlib; Natural Language Processing (NLP); Neural Network; News; Overfitting; Pandas; Predictive Model; Predictive Modelling; Python; Rally; Random Forest; Reporting; Research; Sales; Scikit-learn; Testing; Video; Visualization
0--AvwZabIQ,The INCOME STATEMENT for BEGINNERS,Accounting Stuff,https://youtube.com/watch?v=0--AvwZabIQ,2021-03-01T17:21:36Z,"Income Statement Cheat Sheet → https://accountingstuff.com/shop The 'Income Statement', or 'Profit and Loss Statement' (P&L) is one of the three major ...",en,29665,1061,6,203,8.0,Financial Statements,Accounting; Balance Sheet; Financial Statement; Income Statement; Instagram; Links; Twitter; Video; Youtube
01_Omc-RUNw,Building on Data: From Raw Piles to Data Science,Rapid Insight,https://youtube.com/watch?v=01_Omc-RUNw,2021-01-12T22:08:00Z,https://www.rapidinsight.com About Rapid Insight Rapid Insight is a leading provider of predictive analytics software and solutions providing organizations the ...,en,113,,,0,26.0,Data Cleansing,Analysis; Data Science; Information Threat; Modelling; Platform; Predictive Analytics; Reporting
01sAkU_NvOY,Advanced Computer Vision with Python - Full Course,freeCodeCamp.org,https://youtube.com/watch?v=01sAkU_NvOY,2021-05-27T13:50:46Z,Learn advanced computer vision using Python in this full course. You will learn state of the art computer vision techniques by building five projects with libraries ...,en,475821,21926,165,402,1.0,Computer Vision,Artificial Intelligence (AI); Computer Vision; Free Hand; News; OpenCV; Programming; Python; Video; Youtube
05hKlpPgnIA,Data Scientist Course | Data Science For Beginners | Learn Data Science in 10hrs | Simplilearn,Simplilearn,https://youtube.com/watch?v=05hKlpPgnIA,2021-07-03T06:30:01Z,"This Data Scientist Course video covers all the important data science concepts, skills to become a data scientist and data science careers that will help you ...",en,10465,505,6,17,14.0,Data Preparation,Analytical; Dashboard; Data Analysis; Data Science; Data Visualization; Decision Making; Facebook; Graph; Information Technology (IT); Instagram; Jupyter Notebook; LinkedIn; Machine Learning Algorithm; Microsoft Access; Natural Language Processing (NLP); Predictive Model; Python; Statistics; Telegram; Training; Twitter; Video; Visualization; Web Scraping; Youtube
0B5eIE_1vpU,Scikit-learn Crash Course - Machine Learning Library for Python,freeCodeCamp.org,https://youtube.com/watch?v=0B5eIE_1vpU,2021-04-07T15:20:39Z,Scikit-learn is a free software machine learning library for the Python programming language. Learn how to use it in this crash course. ✏️ Course created by ...,en,68022,2427,14,94,37.0,Python,Algorithm; Free Hand; Github; Language Learning; Machine Learning; News; Programming Language; Python; Scikit-learn; Video; Youtube
0Da9s0F_Z7Q,Study purpose: Video presentation,Farhanah Suhaini,https://youtube.com/watch?v=0Da9s0F_Z7Q,2021-06-30T10:32:22Z,This is for FAR620 Group Assignment 1. Stay tuned for more example of video presentations.,,314,13,0,5,28.0,Presentation,Presentation; Video
0MNVhXEX9to,Reinforcement Learning: Machine Learning Meets Control Theory,Steve Brunton,https://youtube.com/watch?v=0MNVhXEX9to,2021-02-12T11:00:00Z,"Reinforcement learning is a powerful technique at the intersection of machine learning and control theory, and it is inspired by how biological systems learn to ...",en,84603,3628,24,177,25.5,Supervised Machine Learning; Reinforcement,Algorithm; Decision Process; Machine Learning; Mathematics; Reinforcement Learning; Twitter; Video
0MbcAPP_p60,ETL vs ELT on AWS: What&#39;s the Difference?,Ashleigh Faith,https://youtube.com/watch?v=0MbcAPP_p60,2020-10-20T14:37:36Z,Extract Transform and Load (ETL) vs Extract Load Transform (ELT) on Amazon Web Service (AWS). ELT is a relatively new architecture while ETL is pretty ...,en-US,916,21,2,8,48.0,Extract Transform Load (ETL),Amazon Web Service (AWS); Architecture; Big Data; Blogging; Design; Extract Transform Load (ETL); Jenkins; LinkedIn; Redshift; Transformer; Video
0X43QfCfyk0,Why NoSQL Databases,MongoDB,https://youtube.com/watch?v=0X43QfCfyk0,2020-11-30T15:17:57Z,"NoSQL databases were created in response to the limitations of traditional relational database technology. When compared to relational databases, NoSQL ...",en,10925,92,3,4,20.0,NOSQL,Cloud Computing; Facebook; Instagram; LinkedIn; MongoDB; NoSQL; Relational Database; TikTok; Twitter
0_zS-wGSXCo,The Future of Artificial Intelligence | AI Trends Expert Panel,Qualcomm,https://youtube.com/watch?v=0_zS-wGSXCo,2021-07-19T15:00:00Z,"Artificial intelligence is everywhere, but what does that mean for businesses and consumers? In the second segment of our “Future of Technology"" series, we ...",en,3375,67,4,,35.0,Artificial Intelligence (AI),Artificial Intelligence (AI); Collaboration; Computer Vision; Computing; Hardware; Machine Learning; Processing; Processor; Product Management; Recommendation Engine; Research; Software Development Kit (SDK); Software Tool; Youtube
0aYx-9HrQxU,Learn Supervised Learning (Time Series Data) | Complete Machine Learning and Data Science 2021,ComputerScience Geek,https://youtube.com/watch?v=0aYx-9HrQxU,2020-11-07T08:15:31Z,Complete Machine Learning and Data Science Zero to Mastery Playlist: https://www.youtube.com/playlist?list=PLNY_2xNVFNltO6DdUfk4TmmEyCwhfySd2 ...,,91,4,0,1,4.0,Supervised Machine Learning,Azure Machine Learning; Data Science; Feature Engineering; Supervised Learning; Time Series; Unsupervised Learning; Youtube
0aeZX1l4JT4,How to use Microsoft Power Query,Kevin Stratvert,https://youtube.com/watch?v=0aeZX1l4JT4,2020-11-24T11:00:01Z,"In this step-by-step tutorial, learn how you can use Microsoft Power Query to get and clean up data in both Microsoft Excel and Microsoft Power BI. Power Query ...",en,283338,8987,46,332,13.0,Power BI,Business Intelligence (BI); Chart; Extract Transform Load (ETL); Facebook; LinkedIn; Links; Microsoft Excel; Microsoft Power BI; Pivot Table; Transformer; Twitter; Video; Youtube; jQuery
0bmKelenYVg,R Programming Language Tutorial for Beginners 2021 | Learn R Programming From Scratch,Scaler,https://youtube.com/watch?v=0bmKelenYVg,2021-08-16T13:45:12Z,R Programming is your go-to programming language if you want to perform statistical analysis or implement data analytical tasks. We at Scaler bring you an ...,en,692,27,1,0,16.0,R,Analytical; Coding; Data Manipulation; Data Visualization; Dataframe; Decision Making; Golang; Instagram; Linear Regression; LinkedIn; Linux; Machine Learning; Microsoft Access; Nonlinear Regression; Platform; Programming Language Theory; R; RStudio; Regression; Scalr; Statistical Analysis; Telegram; Time Series; Twitter; Variable; Video; Visualization; Windows; Youtube; ggplot2; macOS
0buKQHokLK8,How do NoSQL databases work? Simply Explained!,Simply Explained,https://youtube.com/watch?v=0buKQHokLK8,2020-12-08T20:35:56Z,"NoSQL databases power some of the biggest sites. They're fast and super scalable but how do they work? Behind-the-scenes, they use a keyspace to distribute ...",en,314801,10442,278,279,1.0,NOSQL,Amazon Web Service (AWS); Apache Cassandra; Blogging; CouchDB; Database; DynamoDB; Facebook; Google Cloud Platform (GCP); Microsoft Azure; MongoDB; Newsletters; NoSQL; Twitter; Video; Youtube
0c5JNXOZtAY,Mathematics: What are good books to learn graph theory? (16 Solutions!!),Roel Van de Paar,https://youtube.com/watch?v=0c5JNXOZtAY,2021-01-28T13:44:01Z,Mathematics: What are good books to learn graph theory? Helpful? Please support me on Patreon: https://www.patreon.com/roelvandepaar With thanks & praise ...,en,0,0,0,0,13.0,Graph Theory,Graph Theory; Image; Mathematics; Music; Network; Property
0cRB_eBOoOk,Future Of AI ML In The IT World | Rise Of Machine Learning And Artificial Intelligence | Edureka,edureka!,https://youtube.com/watch?v=0cRB_eBOoOk,2020-11-21T06:28:20Z,NIT Warangal Post Graduate Program in AI & Machine Learning with Edureka: https://www.edureka.co/nitw-ai-ml-pgp This Edureka video on 'Future Of AI ML In ...,en,5695,83,1,3,24.0,Artificial Intelligence (AI),.NET Framework; Amazon Web Service (AWS); Artificial Intelligence (AI); Big Data; Business Intelligence (BI); Chatbot; Cloud Computing; Cybersecurity; Data Architecture; Data Engineering; Data Science; Decision Making; Deep Learning; DevOps; Digital Marketing; Distributed Computing; Facebook; Information Technology (IT); Innovation; Instagram; Insurance; Internet of Things (IoT); Investigational New Drug (IND); Java; LinkedIn; Machine Learning; Market; Network; Networking; Platform; Predictive Model; Pretty Good Privacy (PGP); Python; R; Sales; Tableau; Training; Twitter; Video; eCommerce
0d6RAqGr9Go,Walk me through the three financial statements,Adventis,https://youtube.com/watch?v=0d6RAqGr9Go,2021-03-23T20:44:02Z,"If you dream of interviewing for an internship or full-time position in investment banking or other competitive fields in finance, then you have to understand the ...",en-US,1142,35,0,2,11.0,Financial Statements,Facebook; Finance; Financial Modelling; Financial Statement; Instagram; Investment Banking; LinkedIn; Microsoft Excel; Network; Twitter; Video
0h6p996FQRk,learning to code in R in 3 hours,PaigeY,https://youtube.com/watch?v=0h6p996FQRk,2021-01-29T16:00:01Z,R is an open source programming language designed for statistical computing. Here's my efforts at learning the basics (I have an exam in R this April sooo better ...,,83241,2900,64,237,2.0,R,Computing; Consulting; Instagram; Insurance; Links; Programming Language; R; Youtube
0iwuunzg4qU,Relational Database Management System/ RDBMS / Lecture 11/Malayalam,Center4CS,https://youtube.com/watch?v=0iwuunzg4qU,2020-09-30T15:13:17Z,In this video there is discussion on RDBMS which will be useful for the GATE exam. Please Like and Subscribe the channel and give your valuable feedback.,ml,2108,59,2,2,43.0,Database Management System (DBMS),Database Management System; Malayalam; Relational Database; Video
0jWOZoTsYzI,"Deep Learning in Life Sciences - Lecture 01 - Course Intro, AI, ML (Spring 2021)",Manolis Kellis,https://youtube.com/watch?v=0jWOZoTsYzI,2021-02-17T12:17:55Z,6.874/6.802/20.390/20.490/HST.506 Spring 2021 Prof. Manolis Kellis Deep Learning in the Life Sciences / Computational Systems Biology Playlist: ...,en,9328,239,1,22,44.0,Deep Learning,Architecture; Artificial Intelligence (AI); Autoencoder; Bayesian Inference; Biology; Classification; Clustering; Deep Learning; Dimensionality Reduction; Feature Engineering; Github; Gradle; Life Science; Linear Algebra; Links; Machine Learning; Neural Network; Overfitting; Presentation; Spring; Youtube
0jcovGpLA3w,Machine Learning With R Full Course | Machine Learning Tutorial For Beginners | Edureka,edureka!,https://youtube.com/watch?v=0jcovGpLA3w,2021-04-05T16:44:48Z,"Data Scientist Masters Program: https://www.edureka.co/masters-program/data-scientist-certification This ""Machine Learning with R Full Course With R "" video ...",en,17898,597,7,4,14.0,R,.NET Framework; Autoencoder; Azure Machine Learning; Bayesian Inference; Big Data; Blogging; Business Intelligence (BI); Classification; Data Architecture; Data Engineering; Data Mining; Data Science; Data Visualization; Decision Tree; Facebook; Instagram; Investigational New Drug (IND); Keras; Linear Regression; LinkedIn; Logistic Regression; Logistics; Machine Learning Algorithm; Naïve Bayes; Neural Network; Nonlinear Regression; Pretty Good Privacy (PGP); Probability; PySpark; Python; R; Random Forest; Regression; Regression Modelling; Restricted Boltzmann Machine (RBM); Scala; Scripting; Sentiment Analysis; Spark Streaming; Statistics; Structured Query Language (SQL); Support Vector Machine (SVM); Tableau; Text Mining; Time Series Analysis; Training; Twitter; Video; Visualization; Web Scraping; k-means Clustering
0lbw6OBerhA,Java vs Javascript : Which Is Better? | Difference Between Java And JavaScript | Simplilearn,Simplilearn,https://youtube.com/watch?v=0lbw6OBerhA,2020-10-22T06:30:01Z,This video is based on Java vs Javascript programming languages and which is better amongst both. The video discusses some major differences between ...,en,10623,189,14,18,29.0,JavaScript,Android; Array; Cascading Style Sheet (CSS); Coding; Computing Platform; Engineering; Facebook; HyperText Markup Language (HTML); Information Technology (IT); JUnit; Java; JavaScript; Lean Software Development; LinkedIn; Microsoft Access; Mobile Application Development; Object Oriented CSS; Programming Language; Spring Framework; Training; Twitter; Video; Web Application Development; Web Design; iOS
0nAQ7gPO_6Y,Power BI vs Excel Dashboards - And the winner is...,MyOnlineTrainingHub,https://youtube.com/watch?v=0nAQ7gPO_6Y,2020-11-09T23:00:01Z,"An unbiased comparison between Power BI and Excel for building dashboards, including comparisons between key features and pros and cons of each, so you ...",en-GB,137843,4383,30,220,21.0,Power BI,Business Intelligence (BI); Dashboard; LinkedIn; Microsoft Excel; Microsoft Power BI
